,species,model,structure,c44_fcc,miller_indices,surface_energy_110_fcc,model_type,model_base_type,c44_fcc_avg,surface_energy_110_fcc_avg
106,Al,EAM_Dynamo_MendelevAstaRahman_2009_AlMg__MO_658278549784_005,fcc,32.627891846555535,"[1, 2, 1]",0.03344545069785244,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
107,Al,EAM_Dynamo_MendelevAstaRahman_2009_AlMg__MO_658278549784_005,fcc,32.627891846555535,"[1, 1, 0]",0.03628611282797854,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
108,Al,EAM_Dynamo_MendelevFangYe_2015_AlSm__MO_338600200739_000,fcc,41.19572853260757,"[1, 1, 1]",0.060407071971694475,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
109,Al,EAM_Dynamo_MendelevFangYe_2015_AlSm__MO_338600200739_000,fcc,41.19572853260757,"[1, 0, 0]",0.06425554147782746,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
110,Al,EAM_Dynamo_MendelevFangYe_2015_AlSm__MO_338600200739_000,fcc,41.19572853260757,"[1, 2, 1]",0.06806272834705858,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
111,Al,EAM_Dynamo_MendelevFangYe_2015_AlSm__MO_338600200739_000,fcc,41.19572853260757,"[1, 1, 0]",0.0687690824895316,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
112,Al,EAM_Dynamo_MendelevKramerBecker_2008_Al__MO_106969701023_005,fcc,32.61457351582098,"[1, 1, 1]",0.02670184482000819,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
113,Al,EAM_Dynamo_MendelevKramerBecker_2008_Al__MO_106969701023_005,fcc,32.61457351582098,"[1, 0, 0]",0.030990469411125637,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
114,Al,EAM_Dynamo_MendelevKramerBecker_2008_Al__MO_106969701023_005,fcc,32.61457351582098,"[1, 2, 1]",0.033445298945661145,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
115,Al,EAM_Dynamo_MendelevKramerBecker_2008_Al__MO_106969701023_005,fcc,32.61457351582098,"[1, 1, 0]",0.03628597106367087,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
116,Al,EAM_Dynamo_MendelevSrolovitzAckland_2005_AlFe__MO_577453891941_005,fcc,33.13912043949586,"[1, 1, 1]",0.008731170777827877,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
117,Al,EAM_Dynamo_MendelevSrolovitzAckland_2005_AlFe__MO_577453891941_005,fcc,33.13912043949586,"[1, 0, 0]",0.012308927509027026,"['EAM', 'Dynamo']",EAM,70.27872423244773,0.08372025616834519
